timestamp,cylinder_id,weight_kg
2026-05-20T02:00:00Z,cyl_005,14.08
2026-05-20T03:00:00Z,cyl_001,14.04
2026-05-20T03:00:00Z,cyl_002,14.07
2026-05-20T03:00:00Z,cyl_003,13.02
2026-05-20T03:00:00Z,cyl_004,14.08
2026-05-20T03:00:00Z,cyl_005,14.06
2026-05-20T04:00:00Z,cyl_001,14.06
2026-05-20T04:00:00Z,cyl_002,14.01
2026-05-20T04:00:00Z,cyl_003,12.95
2026-05-20T04:00:00Z,cyl_004,14.06
2026-05-20T04:00:00Z,cyl_005,14.07
2026-05-20T05:00:00Z,cyl_001,14.01
2026-05-20T05:00:00Z,cyl_002,14.07
2026-05-20T05:00:00Z,cyl_003,12.97
2026-05-20T05:00:00Z,cyl_004,14.06
2026-05-20T05:00:00Z,cyl_005,14.06
2026-05-20T06:00:00Z,cyl_001,14.03
2026-05-20T06:00:00Z,cyl_002,14.05
2026-05-20T06:00:00Z,cyl_003,12.98
2026-05-20T06:00:00Z,cyl_004,14.11
2026-05-20T06:00:00Z,cyl_005,14.04
2026-05-20T07:00:00Z,cyl_001,14.06
2026-05-20T07:00:00Z,cyl_002,14.02
2026-05-20T07:00:00Z,cyl_003,12.96
2026-05-20T07:00:00Z,cyl_004,14.03
2026-05-20T07:00:00Z,cyl_005,13.97
2026-05-20T08:00:00Z,cyl_001,14.01
2026-05-20T08:00:00Z,cyl_002,14.05
2026-05-20T08:00:00Z,cyl_003,12.94
2026-05-20T08:00:00Z,cyl_004,14.04
2026-05-20T08:00:00Z,cyl_005,14.04
2026-05-20T09:00:00Z,cyl_001,14.0
2026-05-20T09:00:00Z,cyl_002,14.0
2026-05-20T09:00:00Z,cyl_003,12.96
2026-05-20T09:00:00Z,cyl_004,13.99
2026-05-20T09:00:00Z,cyl_005,13.97
2026-05-20T10:00:00Z,cyl_001,14.0
2026-05-20T10:00:00Z,cyl_002,13.98
2026-05-20T10:00:00Z,cyl_003,12.96
2026-05-20T10:00:00Z,cyl_004,14.0
2026-05-20T10:00:00Z,cyl_005,13.95
2026-05-20T11:00:00Z,cyl_001,13.91
2026-05-20T11:00:00Z,cyl_002,13.99
2026-05-20T11:00:00Z,cyl_003,12.98
2026-05-20T11:00:00Z,cyl_004,14.01
2026-05-20T11:00:00Z,cyl_005,13.95
2026-05-20T12:00:00Z,cyl_001,12.02
2026-05-20T12:00:00Z,cyl_002,13.93
2026-05-20T12:00:00Z,cyl_003,12.94
2026-05-20T12:00:00Z,cyl_004,13.9
2026-05-20T12:00:00Z,cyl_005,13.88
2026-05-20T13:00:00Z,cyl_001,11.96
2026-05-20T13:00:00Z,cyl_002,13.96
2026-05-20T13:00:00Z,cyl_003,12.92
2026-05-20T13:00:00Z,cyl_004,13.98
2026-05-20T13:00:00Z,cyl_005,13.96
2026-05-20T14:00:00Z,cyl_001,11.93
2026-05-20T14:00:00Z,cyl_002,13.93
2026-05-20T14:00:00Z,cyl_003,12.89
2026-05-20T14:00:00Z,cyl_004,13.99
2026-05-20T14:00:00Z,cyl_005,13.91
2026-05-20T15:00:00Z,cyl_001,11.94
2026-05-20T15:00:00Z,cyl_002,13.96
2026-05-20T15:00:00Z,cyl_003,12.89
2026-05-20T15:00:00Z,cyl_004,13.92
2026-05-20T15:00:00Z,cyl_005,13.85
2026-05-20T16:00:00Z,cyl_001,11.92
2026-05-20T16:00:00Z,cyl_002,13.9
2026-05-20T16:00:00Z,cyl_003,12.89
2026-05-20T16:00:00Z,cyl_004,13.99
2026-05-20T16:00:00Z,cyl_005,13.83
2026-05-20T17:00:00Z,cyl_001,11.91
2026-05-20T17:00:00Z,cyl_002,13.87
2026-05-20T17:00:00Z,cyl_003,12.89
2026-05-20T17:00:00Z,cyl_004,13.94
2026-05-20T17:00:00Z,cyl_005,13.91
2026-05-20T18:00:00Z,cyl_001,11.93
2026-05-20T18:00:00Z,cyl_002,13.9
2026-05-20T18:00:00Z,cyl_003,12.78
2026-05-20T18:00:00Z,cyl_004,13.96
2026-05-20T18:00:00Z,cyl_005,13.93
2026-05-20T19:00:00Z,cyl_001,11.88
2026-05-20T19:00:00Z,cyl_002,13.89
2026-05-20T19:00:00Z,cyl_003,12.85
2026-05-20T19:00:00Z,cyl_004,13.93
2026-05-20T19:00:00Z,cyl_005,13.86
2026-05-20T20:00:00Z,cyl_001,11.9
2026-05-20T20:00:00Z,cyl_002,13.85
2026-05-20T20:00:00Z,cyl_003,12.85
2026-05-20T20:00:00Z,cyl_004,13.94
2026-05-20T20:00:00Z,cyl_005,13.84
2026-05-20T21:00:00Z,cyl_001,11.86
2026-05-20T21:00:00Z,cyl_002,13.89
2026-05-20T21:00:00Z,cyl_003,12.8
2026-05-20T21:00:00Z,cyl_004,13.92
2026-05-20T21:00:00Z,cyl_005,13.82
2026-05-20T22:00:00Z,cyl_001,11.89
2026-05-20T22:00:00Z,cyl_002,13.88
2026-05-20T22:00:00Z,cyl_003,12.83
2026-05-20T22:00:00Z,cyl_004,13.94
2026-05-20T22:00:00Z,cyl_005,13.82
2026-05-20T23:00:00Z,cyl_001,11.89
2026-05-20T23:00:00Z,cyl_002,13.83
2026-05-20T23:00:00Z,cyl_003,12.73
2026-05-20T23:00:00Z,cyl_004,13.87
2026-05-20T23:00:00Z,cyl_005,13.83
2026-05-21T00:00:00Z,cyl_001,11.84
2026-05-21T00:00:00Z,cyl_002,13.87
2026-05-21T00:00:00Z,cyl_003,12.82
2026-05-21T00:00:00Z,cyl_004,13.81
2026-05-21T00:00:00Z,cyl_005,13.8
2026-05-21T01:00:00Z,cyl_001,11.8
2026-05-21T01:00:00Z,cyl_002,13.83
2026-05-21T01:00:00Z,cyl_003,12.79
2026-05-21T01:00:00Z,cyl_004,13.84
2026-05-21T01:00:00Z,cyl_005,13.79
2026-05-21T02:00:00Z,cyl_001,11.82
2026-05-21T02:00:00Z,cyl_002,13.85
2026-05-21T02:00:00Z,cyl_003,12.77
2026-05-21T02:00:00Z,cyl_004,13.86
2026-05-21T02:00:00Z,cyl_005,13.72
2026-05-21T03:00:00Z,cyl_001,11.83
2026-05-21T03:00:00Z,cyl_002,13.81
2026-05-21T03:00:00Z,cyl_003,12.78
2026-05-21T03:00:00Z,cyl_004,13.81
2026-05-21T03:00:00Z,cyl_005,13.8
2026-05-21T04:00:00Z,cyl_001,11.81
2026-05-21T04:00:00Z,cyl_002,13.83
2026-05-21T04:00:00Z,cyl_003,12.75
2026-05-21T04:00:00Z,cyl_004,13.86
2026-05-21T04:00:00Z,cyl_005,13.73
2026-05-21T05:00:00Z,cyl_001,11.81
2026-05-21T05:00:00Z,cyl_002,13.86
2026-05-21T05:00:00Z,cyl_003,12.76
2026-05-21T05:00:00Z,cyl_004,13.86
2026-05-21T05:00:00Z,cyl_005,13.74
2026-05-21T06:00:00Z,cyl_001,11.72
2026-05-21T06:00:00Z,cyl_002,13.8
2026-05-21T06:00:00Z,cyl_003,12.73
2026-05-21T06:00:00Z,cyl_004,13.85
2026-05-21T06:00:00Z,cyl_005,13.74
2026-05-21T07:00:00Z,cyl_001,11.8
2026-05-21T07:00:00Z,cyl_002,13.78
2026-05-21T07:00:00Z,cyl_003,12.72
2026-05-21T07:00:00Z,cyl_004,13.81
2026-05-21T07:00:00Z,cyl_005,13.69
2026-05-21T08:00:00Z,cyl_001,11.73
2026-05-21T08:00:00Z,cyl_002,13.75
2026-05-21T08:00:00Z,cyl_003,12.7
2026-05-21T08:00:00Z,cyl_004,13.83
2026-05-21T08:00:00Z,cyl_005,13.72
2026-05-21T09:00:00Z,cyl_001,11.72
2026-05-21T09:00:00Z,cyl_002,13.74
2026-05-21T09:00:00Z,cyl_003,12.67
2026-05-21T09:00:00Z,cyl_004,13.79
2026-05-21T09:00:00Z,cyl_005,13.7
2026-05-21T10:00:00Z,cyl_001,11.69
2026-05-21T10:00:00Z,cyl_002,13.71
2026-05-21T10:00:00Z,cyl_003,12.7
2026-05-21T10:00:00Z,cyl_004,13.77
2026-05-21T10:00:00Z,cyl_005,13.68
2026-05-21T11:00:00Z,cyl_001,11.74
2026-05-21T11:00:00Z,cyl_002,13.75
2026-05-21T11:00:00Z,cyl_003,12.7
2026-05-21T11:00:00Z,cyl_004,13.73
2026-05-21T11:00:00Z,cyl_005,13.63
2026-05-21T12:00:00Z,cyl_001,11.74
2026-05-21T12:00:00Z,cyl_002,13.72
2026-05-21T12:00:00Z,cyl_003,12.71
2026-05-21T12:00:00Z,cyl_004,13.76
2026-05-21T12:00:00Z,cyl_005,13.69
2026-05-21T13:00:00Z,cyl_001,11.7
2026-05-21T13:00:00Z,cyl_002,13.66
2026-05-21T13:00:00Z,cyl_003,12.68
2026-05-21T13:00:00Z,cyl_004,13.8
2026-05-21T13:00:00Z,cyl_005,13.64
2026-05-21T14:00:00Z,cyl_001,11.66
2026-05-21T14:00:00Z,cyl_002,13.65
2026-05-21T14:00:00Z,cyl_003,12.63
2026-05-21T14:00:00Z,cyl_004,13.79
2026-05-21T14:00:00Z,cyl_005,13.64
2026-05-21T15:00:00Z,cyl_001,11.72
2026-05-21T15:00:00Z,cyl_002,13.68
2026-05-21T15:00:00Z,cyl_003,12.66
2026-05-21T15:00:00Z,cyl_004,13.77
2026-05-21T15:00:00Z,cyl_005,13.61
2026-05-21T16:00:00Z,cyl_001,11.69
2026-05-21T16:00:00Z,cyl_002,13.74
2026-05-21T16:00:00Z,cyl_003,12.65
2026-05-21T16:00:00Z,cyl_004,13.76
2026-05-21T16:00:00Z,cyl_005,13.62
2026-05-21T17:00:00Z,cyl_001,11.66
2026-05-21T17:00:00Z,cyl_002,13.68
2026-05-21T17:00:00Z,cyl_003,12.6
2026-05-21T17:00:00Z,cyl_004,13.75
2026-05-21T17:00:00Z,cyl_005,13.63
2026-05-21T18:00:00Z,cyl_001,11.71
2026-05-21T18:00:00Z,cyl_002,13.62
2026-05-21T18:00:00Z,cyl_003,12.64
2026-05-21T18:00:00Z,cyl_004,13.65
2026-05-21T18:00:00Z,cyl_005,13.61
2026-05-21T19:00:00Z,cyl_001,11.62
2026-05-21T19:00:00Z,cyl_002,13.65
2026-05-21T19:00:00Z,cyl_003,12.6
2026-05-21T19:00:00Z,cyl_004,13.74
2026-05-21T19:00:00Z,cyl_005,13.6
2026-05-21T20:00:00Z,cyl_001,11.6
2026-05-21T20:00:00Z,cyl_002,13.61
2026-05-21T20:00:00Z,cyl_003,12.62
2026-05-21T20:00:00Z,cyl_004,13.77
2026-05-21T20:00:00Z,cyl_005,13.58
2026-05-21T21:00:00Z,cyl_001,11.67
2026-05-21T21:00:00Z,cyl_002,13.59
2026-05-21T21:00:00Z,cyl_003,12.53
2026-05-21T21:00:00Z,cyl_004,13.7
2026-05-21T21:00:00Z,cyl_005,13.6
2026-05-21T22:00:00Z,cyl_001,11.59
2026-05-21T22:00:00Z,cyl_002,13.59
2026-05-21T22:00:00Z,cyl_003,12.6
2026-05-21T22:00:00Z,cyl_004,13.73
2026-05-21T22:00:00Z,cyl_005,13.53
2026-05-21T23:00:00Z,cyl_001,11.6
2026-05-21T23:00:00Z,cyl_002,13.64
2026-05-21T23:00:00Z,cyl_003,12.58
2026-05-21T23:00:00Z,cyl_004,13.69
2026-05-21T23:00:00Z,cyl_005,13.55
2026-05-22T00:00:00Z,cyl_001,11.6
2026-05-22T00:00:00Z,cyl_002,13.56
2026-05-22T00:00:00Z,cyl_003,12.55
2026-05-22T00:00:00Z,cyl_004,13.59
2026-05-22T00:00:00Z,cyl_005,13.49
2026-05-22T01:00:00Z,cyl_001,11.6
2026-05-22T01:00:00Z,cyl_002,13.58
2026-05-22T01:00:00Z,cyl_003,12.52
2026-05-22T01:00:00Z,cyl_004,13.61
2026-05-22T01:00:00Z,cyl_005,13.5
2026-05-22T02:00:00Z,cyl_001,11.56
2026-05-22T02:00:00Z,cyl_002,13.59
2026-05-22T02:00:00Z,cyl_003,12.54
2026-05-22T02:00:00Z,cyl_004,13.61
2026-05-22T02:00:00Z,cyl_005,13.5
2026-05-22T03:00:00Z,cyl_001,11.52
2026-05-22T03:00:00Z,cyl_002,13.58
2026-05-22T03:00:00Z,cyl_003,12.54
2026-05-22T03:00:00Z,cyl_004,13.65
2026-05-22T03:00:00Z,cyl_005,13.48
2026-05-22T04:00:00Z,cyl_001,11.55
2026-05-22T04:00:00Z,cyl_002,13.58
2026-05-22T04:00:00Z,cyl_003,12.46
2026-05-22T04:00:00Z,cyl_004,13.58
2026-05-22T04:00:00Z,cyl_005,13.46
2026-05-22T05:00:00Z,cyl_001,11.53
2026-05-22T05:00:00Z,cyl_002,13.54
2026-05-22T05:00:00Z,cyl_003,12.52
2026-05-22T05:00:00Z,cyl_004,13.62
2026-05-22T05:00:00Z,cyl_005,13.43
2026-05-22T06:00:00Z,cyl_001,11.57
2026-05-22T06:00:00Z,cyl_002,13.52
2026-05-22T06:00:00Z,cyl_003,12.5
2026-05-22T06:00:00Z,cyl_004,13.66
2026-05-22T06:00:00Z,cyl_005,13.47
2026-05-22T07:00:00Z,cyl_001,11.52
2026-05-22T07:00:00Z,cyl_002,13.57
2026-05-22T07:00:00Z,cyl_003,12.5
2026-05-22T07:00:00Z,cyl_004,13.62
2026-05-22T07:00:00Z,cyl_005,13.41
2026-05-22T08:00:00Z,cyl_001,11.49
2026-05-22T08:00:00Z,cyl_002,13.51
2026-05-22T08:00:00Z,cyl_003,12.48
2026-05-22T08:00:00Z,cyl_004,13.58
2026-05-22T08:00:00Z,cyl_005,13.42
2026-05-22T09:00:00Z,cyl_001,11.53
2026-05-22T09:00:00Z,cyl_002,13.48
2026-05-22T09:00:00Z,cyl_003,12.46
2026-05-22T09:00:00Z,cyl_004,13.58
2026-05-22T09:00:00Z,cyl_005,13.43
2026-05-22T10:00:00Z,cyl_001,11.54
2026-05-22T10:00:00Z,cyl_002,13.48
2026-05-22T10:00:00Z,cyl_003,12.45
2026-05-22T10:00:00Z,cyl_004,13.53
2026-05-22T10:00:00Z,cyl_005,13.39
2026-05-22T11:00:00Z,cyl_001,11.52
2026-05-22T11:00:00Z,cyl_002,13.53
2026-05-22T11:00:00Z,cyl_003,12.48
2026-05-22T11:00:00Z,cyl_004,13.53
2026-05-22T11:00:00Z,cyl_005,13.44
2026-05-22T12:00:00Z,cyl_001,11.43
2026-05-22T12:00:00Z,cyl_002,13.48
2026-05-22T12:00:00Z,cyl_003,12.35
2026-05-22T12:00:00Z,cyl_004,13.56
2026-05-22T12:00:00Z,cyl_005,13.38
2026-05-22T13:00:00Z,cyl_001,11.47
2026-05-22T13:00:00Z,cyl_002,13.43
2026-05-22T13:00:00Z,cyl_003,12.44
2026-05-22T13:00:00Z,cyl_004,13.52
2026-05-22T13:00:00Z,cyl_005,13.38
2026-05-22T14:00:00Z,cyl_001,11.45
2026-05-22T14:00:00Z,cyl_002,13.47
2026-05-22T14:00:00Z,cyl_003,12.46
2026-05-22T14:00:00Z,cyl_004,13.52
2026-05-22T14:00:00Z,cyl_005,13.41
2026-05-22T15:00:00Z,cyl_001,11.37
2026-05-22T15:00:00Z,cyl_002,13.48
2026-05-22T15:00:00Z,cyl_003,12.43
2026-05-22T15:00:00Z,cyl_004,13.54
2026-05-22T15:00:00Z,cyl_005,13.32
2026-05-22T16:00:00Z,cyl_001,11.4
2026-05-22T16:00:00Z,cyl_002,13.43
2026-05-22T16:00:00Z,cyl_003,12.43
2026-05-22T16:00:00Z,cyl_004,13.55
2026-05-22T16:00:00Z,cyl_005,13.33
2026-05-22T17:00:00Z,cyl_001,11.41
2026-05-22T17:00:00Z,cyl_002,13.38
2026-05-22T17:00:00Z,cyl_003,12.35
2026-05-22T17:00:00Z,cyl_004,13.49
2026-05-22T17:00:00Z,cyl_005,13.36
2026-05-22T18:00:00Z,cyl_001,11.4
2026-05-22T18:00:00Z,cyl_002,13.42
2026-05-22T18:00:00Z,cyl_003,12.36
2026-05-22T18:00:00Z,cyl_004,13.44
2026-05-22T18:00:00Z,cyl_005,13.33
2026-05-22T19:00:00Z,cyl_001,11.39
2026-05-22T19:00:00Z,cyl_002,13.44
2026-05-22T19:00:00Z,cyl_003,12.38
2026-05-22T19:00:00Z,cyl_004,13.48
2026-05-22T19:00:00Z,cyl_005,13.32
2026-05-22T20:00:00Z,cyl_001,11.36
2026-05-22T20:00:00Z,cyl_002,13.39
2026-05-22T20:00:00Z,cyl_003,12.35
2026-05-22T20:00:00Z,cyl_004,13.46
2026-05-22T20:00:00Z,cyl_005,13.33
2026-05-22T21:00:00Z,cyl_001,11.39
2026-05-22T21:00:00Z,cyl_002,13.42
2026-05-22T21:00:00Z,cyl_003,12.35
2026-05-22T21:00:00Z,cyl_004,13.48
2026-05-22T21:00:00Z,cyl_005,13.26
2026-05-22T22:00:00Z,cyl_001,11.4
2026-05-22T22:00:00Z,cyl_002,13.35
2026-05-22T22:00:00Z,cyl_003,12.33
2026-05-22T22:00:00Z,cyl_004,13.45
2026-05-22T22:00:00Z,cyl_005,13.29
2026-05-22T23:00:00Z,cyl_001,11.34
2026-05-22T23:00:00Z,cyl_002,13.36
2026-05-22T23:00:00Z,cyl_003,12.28
2026-05-22T23:00:00Z,cyl_004,13.45
2026-05-22T23:00:00Z,cyl_005,13.25
2026-05-23T00:00:00Z,cyl_001,11.39
2026-05-23T00:00:00Z,cyl_002,13.36
2026-05-23T00:00:00Z,cyl_003,12.31
2026-05-23T00:00:00Z,cyl_004,13.39
2026-05-23T00:00:00Z,cyl_005,13.27
2026-05-23T01:00:00Z,cyl_001,11.32
2026-05-23T01:00:00Z,cyl_002,13.31
2026-05-23T01:00:00Z,cyl_003,12.33
2026-05-23T01:00:00Z,cyl_004,13.44
2026-05-23T01:00:00Z,cyl_005,13.22
2026-05-23T02:00:00Z,cyl_001,11.31
2026-05-23T02:00:00Z,cyl_002,13.35
2026-05-23T02:00:00Z,cyl_003,12.33
2026-05-23T02:00:00Z,cyl_004,13.4
2026-05-23T02:00:00Z,cyl_005,13.26
2026-05-23T03:00:00Z,cyl_001,11.29
2026-05-23T03:00:00Z,cyl_002,13.33
2026-05-23T03:00:00Z,cyl_003,12.3
2026-05-23T03:00:00Z,cyl_004,13.4
2026-05-23T03:00:00Z,cyl_005,13.19
2026-05-23T04:00:00Z,cyl_001,11.32
2026-05-23T04:00:00Z,cyl_002,13.32
2026-05-23T04:00:00Z,cyl_003,12.32
2026-05-23T04:00:00Z,cyl_004,13.37
2026-05-23T04:00:00Z,cyl_005,13.23
2026-05-23T05:00:00Z,cyl_001,11.34
2026-05-23T05:00:00Z,cyl_002,13.28
2026-05-23T05:00:00Z,cyl_003,12.27
2026-05-23T05:00:00Z,cyl_004,13.37
2026-05-23T05:00:00Z,cyl_005,13.18
2026-05-23T06:00:00Z,cyl_001,11.3
2026-05-23T06:00:00Z,cyl_002,13.28
2026-05-23T06:00:00Z,cyl_003,12.27
2026-05-23T06:00:00Z,cyl_004,13.41
2026-05-23T06:00:00Z,cyl_005,13.2
2026-05-23T07:00:00Z,cyl_001,11.31
2026-05-23T07:00:00Z,cyl_002,13.28
2026-05-23T07:00:00Z,cyl_003,12.27
2026-05-23T07:00:00Z,cyl_004,13.34
2026-05-23T07:00:00Z,cyl_005,13.2
2026-05-23T08:00:00Z,cyl_001,11.24
2026-05-23T08:00:00Z,cyl_002,13.27
2026-05-23T08:00:00Z,cyl_003,12.24
2026-05-23T08:00:00Z,cyl_004,13.4
2026-05-23T08:00:00Z,cyl_005,13.22
2026-05-23T09:00:00Z,cyl_001,11.32
2026-05-23T09:00:00Z,cyl_002,13.28
2026-05-23T09:00:00Z,cyl_003,12.2
2026-05-23T09:00:00Z,cyl_004,13.38
2026-05-23T09:00:00Z,cyl_005,13.18
2026-05-23T10:00:00Z,cyl_001,11.23
2026-05-23T10:00:00Z,cyl_002,13.28
2026-05-23T10:00:00Z,cyl_003,12.23
2026-05-23T10:00:00Z,cyl_004,13.35
2026-05-23T10:00:00Z,cyl_005,13.15
2026-05-23T11:00:00Z,cyl_001,11.28
2026-05-23T11:00:00Z,cyl_002,13.23
2026-05-23T11:00:00Z,cyl_003,12.24
2026-05-23T11:00:00Z,cyl_004,13.31
2026-05-23T11:00:00Z,cyl_005,13.13
2026-05-23T12:00:00Z,cyl_001,11.24
2026-05-23T12:00:00Z,cyl_002,13.24
2026-05-23T12:00:00Z,cyl_003,12.21
2026-05-23T12:00:00Z,cyl_004,13.32
2026-05-23T12:00:00Z,cyl_005,13.11
2026-05-23T13:00:00Z,cyl_001,11.26
2026-05-23T13:00:00Z,cyl_002,13.19
2026-05-23T13:00:00Z,cyl_003,12.18
2026-05-23T13:00:00Z,cyl_004,13.3
2026-05-23T13:00:00Z,cyl_005,13.15
2026-05-23T14:00:00Z,cyl_001,11.2
2026-05-23T14:00:00Z,cyl_002,13.19
2026-05-23T14:00:00Z,cyl_003,12.23
2026-05-23T14:00:00Z,cyl_004,13.3
2026-05-23T14:00:00Z,cyl_005,13.11
2026-05-23T15:00:00Z,cyl_001,11.15
2026-05-23T15:00:00Z,cyl_002,13.19
2026-05-23T15:00:00Z,cyl_003,12.1
2026-05-23T15:00:00Z,cyl_004,13.28
2026-05-23T15:00:00Z,cyl_005,13.05
2026-05-23T16:00:00Z,cyl_001,11.14
2026-05-23T16:00:00Z,cyl_002,13.21
2026-05-23T16:00:00Z,cyl_003,12.16
2026-05-23T16:00:00Z,cyl_004,13.3
2026-05-23T16:00:00Z,cyl_005,13.06
2026-05-23T17:00:00Z,cyl_001,11.11
2026-05-23T17:00:00Z,cyl_002,13.14
2026-05-23T17:00:00Z,cyl_003,12.2
2026-05-23T17:00:00Z,cyl_004,13.26
2026-05-23T17:00:00Z,cyl_005,13.07
2026-05-23T18:00:00Z,cyl_001,11.15
2026-05-23T18:00:00Z,cyl_002,13.22
2026-05-23T18:00:00Z,cyl_003,12.12
2026-05-23T18:00:00Z,cyl_004,13.28
2026-05-23T18:00:00Z,cyl_005,13.03
2026-05-23T19:00:00Z,cyl_001,11.12
2026-05-23T19:00:00Z,cyl_002,13.21
2026-05-23T19:00:00Z,cyl_003,12.15
2026-05-23T19:00:00Z,cyl_004,13.33
2026-05-23T19:00:00Z,cyl_005,13.03
2026-05-23T20:00:00Z,cyl_001,11.14
2026-05-23T20:00:00Z,cyl_002,13.12
2026-05-23T20:00:00Z,cyl_003,12.08
2026-05-23T20:00:00Z,cyl_004,13.25
2026-05-23T20:00:00Z,cyl_005,13.04
2026-05-23T21:00:00Z,cyl_001,11.15
2026-05-23T21:00:00Z,cyl_002,13.16
2026-05-23T21:00:00Z,cyl_003,12.05
2026-05-23T21:00:00Z,cyl_004,13.24
2026-05-23T21:00:00Z,cyl_005,13.0
2026-05-23T22:00:00Z,cyl_001,11.09
2026-05-23T22:00:00Z,cyl_002,13.16
2026-05-23T22:00:00Z,cyl_003,12.1
2026-05-23T22:00:00Z,cyl_004,13.21
2026-05-23T22:00:00Z,cyl_005,12.98
2026-05-23T23:00:00Z,cyl_001,11.11
2026-05-23T23:00:00Z,cyl_002,13.15
2026-05-23T23:00:00Z,cyl_003,12.07
2026-05-23T23:00:00Z,cyl_004,13.21
2026-05-23T23:00:00Z,cyl_005,12.96
2026-05-24T00:00:00Z,cyl_001,11.11
2026-05-24T00:00:00Z,cyl_002,13.12
2026-05-24T00:00:00Z,cyl_003,12.12
2026-05-24T00:00:00Z,cyl_004,13.27
2026-05-24T00:00:00Z,cyl_005,12.93
2026-05-24T01:00:00Z,cyl_001,11.09
2026-05-24T01:00:00Z,cyl_002,13.1
2026-05-24T01:00:00Z,cyl_003,12.06
2026-05-24T01:00:00Z,cyl_004,13.21
2026-05-24T01:00:00Z,cyl_005,12.98
2026-05-24T02:00:00Z,cyl_001,11.06
2026-05-24T02:00:00Z,cyl_002,13.1
2026-05-24T02:00:00Z,cyl_003,11.99
2026-05-24T02:00:00Z,cyl_004,13.18
2026-05-24T02:00:00Z,cyl_005,12.99
2026-05-24T03:00:00Z,cyl_001,11.06
2026-05-24T03:00:00Z,cyl_002,13.05
2026-05-24T03:00:00Z,cyl_003,12.09
2026-05-24T03:00:00Z,cyl_004,13.19
2026-05-24T03:00:00Z,cyl_005,12.95
2026-05-24T04:00:00Z,cyl_001,11.04
2026-05-24T04:00:00Z,cyl_002,13.11
2026-05-24T04:00:00Z,cyl_003,12.03
2026-05-24T04:00:00Z,cyl_004,13.17
2026-05-24T04:00:00Z,cyl_005,12.93
2026-05-24T05:00:00Z,cyl_001,11.06
2026-05-24T05:00:00Z,cyl_002,13.12
2026-05-24T05:00:00Z,cyl_003,12.03
